Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DiagnoseDP.List_Slave_Error[116]","DB125,X86.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[117]","DB125,X86.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[118]","DB125,X86.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[119]","DB125,X86.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[12]","DB125,X73.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[120]","DB125,X86.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[121]","DB125,X87.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[122]","DB125,X87.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[123]","DB125,X87.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[124]","DB125,X87.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[125]","DB125,X87.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[126]","DB125,X87.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[13]","DB125,X73.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[14]","DB125,X73.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[15]","DB125,X73.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[16]","DB125,X73.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[17]","DB125,X74.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[18]","DB125,X74.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[19]","DB125,X74.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[2]","DB125,X72.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[20]","DB125,X74.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[21]","DB125,X74.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[22]","DB125,X74.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[23]","DB125,X74.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[24]","DB125,X74.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[25]","DB125,X75.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[26]","DB125,X75.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[27]","DB125,X75.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[28]","DB125,X75.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[29]","DB125,X75.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[3]","DB125,X72.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[30]","DB125,X75.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[31]","DB125,X75.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[32]","DB125,X75.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[33]","DB125,X76.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[34]","DB125,X76.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[35]","DB125,X76.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[36]","DB125,X76.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[37]","DB125,X76.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[38]","DB125,X76.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[39]","DB125,X76.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[4]","DB125,X72.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[40]","DB125,X76.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[41]","DB125,X77.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[42]","DB125,X77.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[43]","DB125,X77.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[44]","DB125,X77.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[45]","DB125,X77.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[46]","DB125,X77.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[47]","DB125,X77.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[48]","DB125,X77.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[49]","DB125,X78.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[5]","DB125,X72.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[50]","DB125,X78.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[51]","DB125,X78.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[52]","DB125,X78.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[53]","DB125,X78.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[54]","DB125,X78.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[55]","DB125,X78.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[56]","DB125,X78.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[57]","DB125,X79.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[58]","DB125,X79.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[59]","DB125,X79.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[6]","DB125,X72.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[60]","DB125,X79.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[61]","DB125,X79.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[62]","DB125,X79.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[63]","DB125,X79.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[64]","DB125,X79.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[65]","DB125,X80.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[66]","DB125,X80.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[67]","DB125,X80.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[68]","DB125,X80.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[69]","DB125,X80.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[7]","DB125,X72.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[70]","DB125,X80.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[71]","DB125,X80.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[72]","DB125,X80.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[73]","DB125,X81.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[74]","DB125,X81.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[75]","DB125,X81.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[76]","DB125,X81.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[77]","DB125,X81.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[78]","DB125,X81.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[79]","DB125,X81.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[8]","DB125,X72.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[80]","DB125,X81.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[81]","DB125,X82.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[82]","DB125,X82.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[83]","DB125,X82.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[84]","DB125,X82.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[85]","DB125,X82.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[86]","DB125,X82.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[87]","DB125,X82.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[88]","DB125,X82.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[89]","DB125,X83.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[9]","DB125,X73.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[90]","DB125,X83.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[91]","DB125,X83.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[92]","DB125,X83.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[93]","DB125,X83.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[94]","DB125,X83.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[95]","DB125,X83.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[96]","DB125,X83.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[97]","DB125,X84.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[98]","DB125,X84.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Error[99]","DB125,X84.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves mit Fehlern",
"DiagnoseDP.List_Slave_Not_Present","DB125,X56[126]",Boolean Array,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[1]","DB125,X56.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[10]","DB125,X57.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[100]","DB125,X68.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[101]","DB125,X68.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[102]","DB125,X68.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[103]","DB125,X68.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[104]","DB125,X68.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[105]","DB125,X69.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[106]","DB125,X69.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[107]","DB125,X69.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[108]","DB125,X69.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[109]","DB125,X69.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[11]","DB125,X57.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[110]","DB125,X69.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[111]","DB125,X69.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[112]","DB125,X69.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[113]","DB125,X70.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[114]","DB125,X70.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[115]","DB125,X70.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[116]","DB125,X70.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[117]","DB125,X70.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[118]","DB125,X70.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[119]","DB125,X70.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[12]","DB125,X57.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[120]","DB125,X70.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[121]","DB125,X71.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[122]","DB125,X71.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[123]","DB125,X71.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[124]","DB125,X71.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[125]","DB125,X71.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[126]","DB125,X71.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[13]","DB125,X57.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[14]","DB125,X57.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[15]","DB125,X57.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[16]","DB125,X57.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[17]","DB125,X58.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[18]","DB125,X58.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[19]","DB125,X58.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[2]","DB125,X56.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[20]","DB125,X58.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[21]","DB125,X58.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[22]","DB125,X58.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[23]","DB125,X58.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[24]","DB125,X58.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[25]","DB125,X59.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[26]","DB125,X59.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[27]","DB125,X59.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[28]","DB125,X59.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[29]","DB125,X59.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[3]","DB125,X56.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[30]","DB125,X59.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[31]","DB125,X59.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[32]","DB125,X59.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[33]","DB125,X60.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[34]","DB125,X60.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[35]","DB125,X60.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[36]","DB125,X60.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[37]","DB125,X60.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[38]","DB125,X60.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[39]","DB125,X60.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[4]","DB125,X56.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[40]","DB125,X60.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[41]","DB125,X61.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[42]","DB125,X61.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[43]","DB125,X61.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[44]","DB125,X61.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[45]","DB125,X61.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[46]","DB125,X61.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[47]","DB125,X61.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[48]","DB125,X61.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[49]","DB125,X62.0",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[5]","DB125,X56.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[50]","DB125,X62.1",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[51]","DB125,X62.2",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[52]","DB125,X62.3",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[53]","DB125,X62.4",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[54]","DB125,X62.5",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[55]","DB125,X62.6",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
"DiagnoseDP.List_Slave_Not_Present[56]","DB125,X62.7",Boolean,1,R/W,100,,,,,,,,,,"Liste der Slaves ausgefallenen Slaves",
